symbol,fyers_symbol,industry,cmp,avg_volume,avg_turnover,data_days,range_low,range_high,range_width_pts,range_width_pct,support_touches,resistance_touches,containment_pct,range_valid,range_reject,range_position,in_bottom_zone,below_range,breakdown,strong_downtrend,grid_gap_pts,total_levels,grids_to_bottom,order_qty,order_value,gross_profit,rt_cost,net_profit,init_buy_qty,cash_reserve,grid_viable,grid_reject,final_status,final_reason
ASHOKLEY,NSE:ASHOKLEY-EQ,Capital Goods,160.78,24586735,4157627688,60,147.91,212.89,64.98,43.94,0,0,0,False,range too wide: 43.94% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 43.94% > 20.0%
ASIANPAINT,NSE:ASIANPAINT-EQ,Consumer Durables,2647.0,1253686,2983326477,60,2145.86,2664.32,518.47,24.16,0,0,0,False,range too wide: 24.16% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.16% > 20.0%
ASTERDM,NSE:ASTERDM-EQ,Healthcare,760.85,921230,645258634,60,622.58,769.38,146.8,23.58,0,0,0,False,range too wide: 23.58% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.58% > 20.0%
ATHERENERG,NSE:ATHERENERG-EQ,Automobile and Auto Components,960.3,4288923,3709151656,60,673.76,975.32,301.56,44.76,0,0,0,False,range too wide: 44.76% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 44.76% > 20.0%
AUROPHARMA,NSE:AUROPHARMA-EQ,Healthcare,1454.8,1552799,2106440229,60,1181.98,1528.1,346.12,29.28,0,0,0,False,range too wide: 29.28% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 29.28% > 20.0%
AIIL,NSE:AIIL-EQ,Financial Services,495.0,702791,332405900,60,410.91,523.12,112.21,27.31,0,0,0,False,range too wide: 27.31% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.31% > 20.0%
DMART,NSE:DMART-EQ,Consumer Services,4065.1,584770,2459915026,60,3725.27,4629.17,903.9,24.26,0,0,0,False,range too wide: 24.26% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.26% > 20.0%
BLS,NSE:BLS-EQ,Consumer Services,266.0,4794329,1291270127,60,238.28,302.87,64.59,27.11,0,0,0,False,range too wide: 27.11% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.11% > 20.0%
BSE,NSE:BSE-EQ,Financial Services,4357.0,4366075,14471957323,60,2655.65,4294.06,1638.41,61.7,0,0,0,False,range too wide: 61.70% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 61.70% > 20.0%
BAJFINANCE,NSE:BAJFINANCE-EQ,Financial Services,935.3,9225352,8302462235,60,813.49,1015.59,202.11,24.84,0,0,0,False,range too wide: 24.84% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.84% > 20.0%
BAJAJFINSV,NSE:BAJAJFINSV-EQ,Financial Services,1803.3,1347303,2389542220,60,1626.9,2040.12,413.22,25.4,0,0,0,False,range too wide: 25.40% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.40% > 20.0%
BAJAJHFL,NSE:BAJAJHFL-EQ,Financial Services,85.29,6686218,556320674,60,74.99,91.9,16.91,22.55,0,0,0,False,range too wide: 22.55% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.55% > 20.0%
BALRAMCHIN,NSE:BALRAMCHIN-EQ,Fast Moving Consumer Goods,529.4,1029795,522385842,60,452.9,553.12,100.22,22.13,0,0,0,False,range too wide: 22.13% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.13% > 20.0%
BANDHANBNK,NSE:BANDHANBNK-EQ,Financial Services,199.86,13498963,2460627780,60,144.41,208.07,63.66,44.08,0,0,0,False,range too wide: 44.08% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 44.08% > 20.0%
BANKBARODA,NSE:BANKBARODA-EQ,Financial Services,270.05,11211775,3094476107,60,251.83,316.64,64.8,25.73,0,0,0,False,range too wide: 25.73% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.73% > 20.0%
BANKINDIA,NSE:BANKINDIA-EQ,Financial Services,144.16,11222721,1662757799,60,136.49,176.43,39.94,29.27,0,0,0,False,range too wide: 29.27% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 29.27% > 20.0%
MAHABANK,NSE:MAHABANK-EQ,Financial Services,80.04,24511767,1808306693,60,61.5,82.58,21.08,34.27,0,0,0,False,range too wide: 34.27% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 34.27% > 20.0%
BELRISE,NSE:BELRISE-EQ,Automobile and Auto Components,218.29,5176886,1035432720,60,176.12,224.48,48.36,27.46,0,0,0,False,range too wide: 27.46% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.46% > 20.0%
BERGEPAINT,NSE:BERGEPAINT-EQ,Consumer Durables,515.3,585171,280937700,60,404.44,529.22,124.77,30.85,0,0,0,False,range too wide: 30.85% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.85% > 20.0%
BDL,NSE:BDL-EQ,Capital Goods,1333.2,1494869,1953240574,60,1150.01,1439.59,289.58,25.18,0,0,0,False,range too wide: 25.18% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.18% > 20.0%
BHARATFORG,NSE:BHARATFORG-EQ,Automobile and Auto Components,1914.9,1394870,2576062474,60,1633.13,1999.42,366.29,22.43,0,0,0,False,range too wide: 22.43% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.43% > 20.0%
BHEL,NSE:BHEL-EQ,Capital Goods,418.25,16788067,5523686384,60,243.91,415.76,171.85,70.46,0,0,0,False,range too wide: 70.46% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 70.46% > 20.0%
BPCL,NSE:BPCL-EQ,Oil Gas & Consumable Fuels,302.4,13433604,4119350117,60,270.99,377.2,106.21,39.19,0,0,0,False,range too wide: 39.19% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 39.19% > 20.0%
GROWW,NSE:GROWW-EQ,Financial Services,188.44,47656192,9130504334,60,151.3,223.7,72.4,47.86,0,0,0,False,range too wide: 47.86% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 47.86% > 20.0%
BIOCON,NSE:BIOCON-EQ,Healthcare,437.45,4239102,1626770067,60,344.14,435.8,91.66,26.63,0,0,0,False,range too wide: 26.63% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.63% > 20.0%
BSOFT,NSE:BSOFT-EQ,Information Technology,325.85,1291592,463689974,60,311.94,395.89,83.94,26.91,0,0,0,False,range too wide: 26.91% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.91% > 20.0%
BLUEJET,NSE:BLUEJET-EQ,Healthcare,499.1,738873,306180264,60,335.76,497.9,162.14,48.29,0,0,0,False,range too wide: 48.29% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 48.29% > 20.0%
BLUESTARCO,NSE:BLUESTARCO-EQ,Consumer Durables,1625.7,672686,1173267402,60,1519.57,1975.06,455.49,29.98,0,0,0,False,range too wide: 29.98% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 29.98% > 20.0%
FIRSTCRY,NSE:FIRSTCRY-EQ,Consumer Services,235.45,5887049,1395264767,60,208.65,259.24,50.59,24.25,0,0,0,False,range too wide: 24.25% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.25% > 20.0%
BRIGADE,NSE:BRIGADE-EQ,Realty,673.5,794497,557554906,60,637.52,808.52,171.0,26.82,0,0,0,False,range too wide: 26.82% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.82% > 20.0%
CESC,NSE:CESC-EQ,Power,182.88,3521966,618091512,60,148.03,193.39,45.36,30.64,0,0,0,False,range too wide: 30.64% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.64% > 20.0%
CGPOWER,NSE:CGPOWER-EQ,Capital Goods,877.75,3364149,2598294701,60,658.59,876.23,217.64,33.05,0,0,0,False,range too wide: 33.05% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 33.05% > 20.0%
CANBK,NSE:CANBK-EQ,Financial Services,132.95,24361136,3344943821,60,123.98,158.14,34.16,27.55,0,0,0,False,range too wide: 27.55% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.55% > 20.0%
CGCL,NSE:CGCL-EQ,Financial Services,191.0,2308658,414433794,60,154.0,197.63,43.63,28.33,0,0,0,False,range too wide: 28.33% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.33% > 20.0%
CARTRADE,NSE:CARTRADE-EQ,Consumer Services,1712.4,527683,952393754,60,1617.18,1975.25,358.06,22.14,0,0,0,False,range too wide: 22.14% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.14% > 20.0%
CEMPRO,NSE:CEMPRO-EQ,Construction,936.5,1339686,1129743214,60,510.49,968.73,458.24,89.76,0,0,0,False,range too wide: 89.76% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 89.76% > 20.0%
CHENNPETRO,NSE:CHENNPETRO-EQ,Oil Gas & Consumable Fuels,1019.0,2655964,2707003560,60,899.08,1125.51,226.43,25.18,0,0,0,False,range too wide: 25.18% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.18% > 20.0%
CHOICEIN,NSE:CHOICEIN-EQ,Financial Services,687.1,668192,448624486,60,605.77,750.47,144.7,23.89,0,0,0,False,range too wide: 23.89% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.89% > 20.0%
CHOLAFIN,NSE:CHOLAFIN-EQ,Financial Services,1566.9,2106564,3283402386,60,1362.08,1740.62,378.55,27.79,0,0,0,False,range too wide: 27.79% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.79% > 20.0%
CUB,NSE:CUB-EQ,Financial Services,253.6,2975721,766289907,60,230.71,291.36,60.64,26.29,0,0,0,False,range too wide: 26.29% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.29% > 20.0%
COCHINSHIP,NSE:COCHINSHIP-EQ,Capital Goods,1519.7,1957544,3009843276,60,1259.74,1777.06,517.31,41.06,0,0,0,False,range too wide: 41.06% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 41.06% > 20.0%
COFORGE,NSE:COFORGE-EQ,Information Technology,1420.9,3962273,4895724683,60,1072.88,1423.74,350.87,32.7,0,0,0,False,range too wide: 32.70% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 32.70% > 20.0%
COHANCE,NSE:COHANCE-EQ,Healthcare,434.25,3942530,1650406034,60,282.12,502.48,220.36,78.11,0,0,0,False,range too wide: 78.11% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 78.11% > 20.0%
CAMS,NSE:CAMS-EQ,Financial Services,761.0,1812062,1310734160,60,623.21,822.09,198.88,31.91,0,0,0,False,range too wide: 31.91% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 31.91% > 20.0%
CONCOR,NSE:CONCOR-EQ,Services,474.25,1618833,776953499,60,428.73,528.94,100.21,23.37,0,0,0,False,range too wide: 23.37% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 23.37% > 20.0%
CREDITACC,NSE:CREDITACC-EQ,Financial Services,1306.1,592447,812236563,60,1143.44,1511.82,368.38,32.22,0,0,0,False,range too wide: 32.22% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 32.22% > 20.0%
CROMPTON,NSE:CROMPTON-EQ,Consumer Durables,288.65,3949140,1060940175,60,227.93,298.82,70.88,31.1,0,0,0,False,range too wide: 31.10% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 31.10% > 20.0%
CUMMINSIND,NSE:CUMMINSIND-EQ,Capital Goods,5425.0,683342,3338325469,60,4477.7,5430.6,952.9,21.28,0,0,0,False,range too wide: 21.28% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.28% > 20.0%
DLF,NSE:DLF-EQ,Realty,589.35,4567994,2593088884,60,511.8,619.95,108.16,21.13,0,0,0,False,range too wide: 21.13% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.13% > 20.0%
DABUR,NSE:DABUR-EQ,Fast Moving Consumer Goods,447.1,2055737,935654916,60,408.49,519.95,111.46,27.29,0,0,0,False,range too wide: 27.29% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.29% > 20.0%
DATAPATTNS,NSE:DATAPATTNS-EQ,Capital Goods,4107.7,1273811,4645732154,60,3014.97,4280.35,1265.38,41.97,0,0,0,False,range too wide: 41.97% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 41.97% > 20.0%
DEEPAKFERT,NSE:DEEPAKFERT-EQ,Chemicals,1454.5,618765,705728781,60,903.24,1399.42,496.18,54.93,0,0,0,False,range too wide: 54.93% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 54.93% > 20.0%
DELHIVERY,NSE:DELHIVERY-EQ,Services,458.3,2675737,1207224477,60,401.32,483.55,82.23,20.49,0,0,0,False,range too wide: 20.49% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 20.49% > 20.0%
DEVYANI,NSE:DEVYANI-EQ,Consumer Services,117.17,4083703,466267844,60,95.5,130.07,34.57,36.21,0,0,0,False,range too wide: 36.21% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 36.21% > 20.0%
EIHOTEL,NSE:EIHOTEL-EQ,Consumer Services,320.55,967863,299286373,60,281.91,339.41,57.49,20.39,0,0,0,False,range too wide: 20.39% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 20.39% > 20.0%
EICHERMOT,NSE:EICHERMOT-EQ,Automobile and Auto Components,7389.5,604028,4306791870,60,6584.38,8060.62,1476.25,22.42,0,0,0,False,range too wide: 22.42% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.42% > 20.0%
ELECON,NSE:ELECON-EQ,Capital Goods,526.8,882005,414274927,60,367.48,555.59,188.11,51.19,0,0,0,False,range too wide: 51.19% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 51.19% > 20.0%
EMAMILTD,NSE:EMAMILTD-EQ,Fast Moving Consumer Goods,402.7,572053,246522491,60,389.44,477.14,87.69,22.52,0,0,0,False,range too wide: 22.52% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 22.52% > 20.0%
EMMVEE,NSE:EMMVEE-EQ,Capital Goods,294.25,3930257,1003657083,60,186.94,290.91,103.97,55.62,0,0,0,False,range too wide: 55.62% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 55.62% > 20.0%
ENGINERSIN,NSE:ENGINERSIN-EQ,Construction,229.05,5104173,1159865975,60,184.91,263.32,78.41,42.41,0,0,0,False,range too wide: 42.41% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 42.41% > 20.0%
ETERNAL,NSE:ETERNAL-EQ,Consumer Services,249.97,48500370,11730566099,60,219.52,262.24,42.71,19.46,1,7,0,False,support touches 1 < 2,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,support touches 1 < 2
EXIDEIND,NSE:EXIDEIND-EQ,Automobile and Auto Components,358.05,2722930,922106256,60,290.9,366.98,76.07,26.15,0,0,0,False,range too wide: 26.15% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.15% > 20.0%
FACT,NSE:FACT-EQ,Chemicals,901.4,1247403,1066734911,60,667.04,935.5,268.46,40.25,0,0,0,False,range too wide: 40.25% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 40.25% > 20.0%
FINCABLES,NSE:FINCABLES-EQ,Capital Goods,1082.65,692402,660417558,60,791.22,1109.84,318.62,40.27,0,0,0,False,range too wide: 40.27% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 40.27% > 20.0%
FSL,NSE:FSL-EQ,Services,276.38,5497943,1359517326,60,204.74,272.84,68.1,33.26,0,0,0,False,range too wide: 33.26% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 33.26% > 20.0%
FIVESTAR,NSE:FIVESTAR-EQ,Financial Services,456.4,1547213,670080744,60,347.93,515.22,167.3,48.08,0,0,0,False,range too wide: 48.08% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 48.08% > 20.0%
FORTIS,NSE:FORTIS-EQ,Healthcare,962.75,1551662,1385789646,60,784.11,981.05,196.94,25.12,0,0,0,False,range too wide: 25.12% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.12% > 20.0%
GAIL,NSE:GAIL-EQ,Oil Gas & Consumable Fuels,168.08,13843091,2142179917,60,136.48,170.33,33.85,24.8,0,0,0,False,range too wide: 24.80% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 24.80% > 20.0%
GVT&D,NSE:GVT&D-EQ,Capital Goods,4834.3,724043,3001616754,60,3486.38,4879.72,1393.35,39.97,0,0,0,False,range too wide: 39.97% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 39.97% > 20.0%
GALLANTT,NSE:GALLANTT-EQ,Capital Goods,692.85,3172256,2501335849,60,519.71,910.75,391.04,75.24,0,0,0,False,range too wide: 75.24% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 75.24% > 20.0%
GRSE,NSE:GRSE-EQ,Capital Goods,2665.6,2047807,5451537207,60,2101.89,3114.79,1012.89,48.19,0,0,0,False,range too wide: 48.19% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 48.19% > 20.0%
GPIL,NSE:GPIL-EQ,Capital Goods,285.6,3604742,1043026629,60,244.07,309.79,65.72,26.93,0,0,0,False,range too wide: 26.93% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.93% > 20.0%
GODFRYPHLP,NSE:GODFRYPHLP-EQ,Fast Moving Consumer Goods,2316.7,1085481,2334648127,60,1865.78,2478.1,612.32,32.82,0,0,0,False,range too wide: 32.82% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 32.82% > 20.0%
GODREJCP,NSE:GODREJCP-EQ,Fast Moving Consumer Goods,1030.9,1778714,1883189563,60,989.09,1237.95,248.86,25.16,0,0,0,False,range too wide: 25.16% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.16% > 20.0%
GODREJPROP,NSE:GODREJPROP-EQ,Realty,1756.1,1137821,1936786631,60,1493.41,1889.24,395.83,26.51,0,0,0,False,range too wide: 26.51% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.51% > 20.0%
GRANULES,NSE:GRANULES-EQ,Healthcare,757.0,1127057,753398259,60,555.71,771.51,215.8,38.83,0,0,0,False,range too wide: 38.83% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 38.83% > 20.0%
GRAPHITE,NSE:GRAPHITE-EQ,Capital Goods,754.75,2025580,1408985334,60,589.13,768.05,178.92,30.37,0,0,0,False,range too wide: 30.37% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 30.37% > 20.0%
GRASIM,NSE:GRASIM-EQ,Construction Materials,3160.0,1076597,2994588722,60,2532.5,3180.38,647.88,25.58,0,0,0,False,range too wide: 25.58% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.58% > 20.0%
GESHIP,NSE:GESHIP-EQ,Services,1649.9,1247144,1954224187,60,1312.39,1730.17,417.78,31.83,0,0,0,False,range too wide: 31.83% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 31.83% > 20.0%
GMDCLTD,NSE:GMDCLTD-EQ,Metals & Mining,684.15,5002199,3305167377,60,527.0,752.39,225.4,42.77,0,0,0,False,range too wide: 42.77% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 42.77% > 20.0%
HEG,NSE:HEG-EQ,Capital Goods,585.35,2815577,1644070097,60,486.78,678.2,191.42,39.32,0,0,0,False,range too wide: 39.32% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 39.32% > 20.0%
HBLENGINE,NSE:HBLENGINE-EQ,Capital Goods,795.6,1575611,1172565465,60,638.22,850.48,212.25,33.26,0,0,0,False,range too wide: 33.26% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 33.26% > 20.0%
HCLTECH,NSE:HCLTECH-EQ,Information Technology,1162.0,4341079,5653029947,60,1136.33,1466.13,329.8,29.02,0,0,0,False,range too wide: 29.02% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 29.02% > 20.0%
HDBFS,NSE:HDBFS-EQ,Financial Services,679.7,947691,618177006,60,569.94,723.95,154.01,27.02,0,0,0,False,range too wide: 27.02% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 27.02% > 20.0%
HDFCAMC,NSE:HDFCAMC-EQ,Financial Services,2737.7,1156301,2965131848,60,2273.5,2845.49,571.99,25.16,0,0,0,False,range too wide: 25.16% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 25.16% > 20.0%
HDFCBANK,NSE:HDFCBANK-EQ,Financial Services,780.25,45199965,35967431947,60,740.95,899.6,158.65,21.41,0,0,0,False,range too wide: 21.41% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 21.41% > 20.0%
HDFCLIFE,NSE:HDFCLIFE-EQ,Financial Services,620.4,4731654,2920815055,60,573.37,737.05,163.68,28.55,0,0,0,False,range too wide: 28.55% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.55% > 20.0%
HFCL,NSE:HFCL-EQ,Telecommunication,163.41,48957774,5683419342,60,66.17,154.73,88.56,133.82,0,0,0,False,range too wide: 133.82% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 133.82% > 20.0%
HAVELLS,NSE:HAVELLS-EQ,Consumer Durables,1199.0,1130147,1440158379,60,1176.26,1417.04,240.78,20.47,0,0,0,False,range too wide: 20.47% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 20.47% > 20.0%
HEXT,NSE:HEXT-EQ,Information Technology,505.75,866797,398230668,60,407.9,517.34,109.44,26.83,0,0,0,False,range too wide: 26.83% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 26.83% > 20.0%
HSCL,NSE:HSCL-EQ,Chemicals,609.25,7094157,3992195829,60,424.99,642.79,217.8,51.25,0,0,0,False,range too wide: 51.25% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 51.25% > 20.0%
HINDALCO,NSE:HINDALCO-EQ,Metals & Mining,1107.3,6223288,6099894426,60,861.92,1111.11,249.18,28.91,0,0,0,False,range too wide: 28.91% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.91% > 20.0%
HAL,NSE:HAL-EQ,Capital Goods,4408.7,1497663,6177310920,60,3574.84,4796.62,1221.78,34.18,0,0,0,False,range too wide: 34.18% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 34.18% > 20.0%
HINDCOPPER,NSE:HINDCOPPER-EQ,Metals & Mining,551.2,9359316,4976554970,60,461.22,592.58,131.37,28.48,0,0,0,False,range too wide: 28.48% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 28.48% > 20.0%
HINDPETRO,NSE:HINDPETRO-EQ,Oil Gas & Consumable Fuels,397.8,9656858,3561615783,60,319.49,444.12,124.63,39.01,0,0,0,False,range too wide: 39.01% > 20.0%,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,False,,RANGE_FAIL,range too wide: 39.01% > 20.0%
